timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1537456290.068386,-2.101316,1.135171,-1.869199,1.740851,-0.087991,2.465959,-0.363974,-0.906607,0.213513,1.659048,-0.633448,-0.532269,-19.537472,-37.314049,21.915344,,,,,,,
1537456290.098253,-2.102375,1.071068,-1.858266,0.841814,0.685648,1.080966,-0.413063,-0.877713,0.242897,1.731529,-0.353580,-0.746697,-22.188068,-33.935226,23.600159,,,,,,,
1537456290.128121,-2.072996,1.071155,-1.842448,-0.085047,2.301014,-1.167187,-0.419953,-0.877755,0.230622,1.852113,-0.300468,-0.425492,-22.986710,-33.714691,23.476440,,,,,,,
1537456290.157987,-2.088782,1.116147,-1.778471,0.237762,-0.648665,-1.237912,-0.381540,-0.898415,0.217436,0.877557,-0.488044,1.159914,-23.021126,-35.038952,21.875244,,,,,,,
1537456290.187854,-2.268529,1.125326,-1.794701,-0.584011,-7.495073,-0.336993,-0.330185,-0.902408,0.276834,-1.271301,-0.906491,-0.951883,-20.317970,-35.339687,24.244873,,,,,,,
1537456290.217721,-2.279910,1.181491,-1.688123,0.017539,6.117787,-2.792817,-0.288052,-0.925173,0.247145,0.005398,-0.426664,-0.126158,-17.447704,-36.997360,24.871765,,,,,,,
1537456290.247589,-2.349939,1.228219,-1.522528,0.454613,1.344478,-2.759175,-0.239010,-0.941892,0.236038,0.885448,0.058057,0.414948,-18.279076,-37.683914,23.361084,,,,,,,
1537456290.277456,-2.480962,1.272124,-1.377120,-0.113890,-0.954796,-1.122376,-0.180558,-0.955728,0.232343,0.779129,-0.063285,-0.179044,-16.369637,-39.480255,22.693420,,,,,,,
1537456290.307323,-2.629744,1.295287,-1.288237,-0.123123,-2.336810,-1.186216,-0.133241,-0.962287,0.237172,0.139710,-0.109307,-0.289968,-14.806305,-39.988029,23.292053,,,,,,,
1537456290.337190,-2.753542,1.307240,-1.175732,0.194395,0.749418,-1.077874,-0.098575,-0.965470,0.241146,-0.122647,-0.056244,-0.122753,-12.164753,-40.636265,24.069519,,,,,,,
1537456290.367057,-2.861998,1.314575,-1.047590,0.045696,-0.170179,-1.061565,-0.069937,-0.967354,0.243585,0.147452,-0.025748,0.030264,-11.736126,-41.001282,23.979065,,,,,,,
1537456290.396925,-2.998958,1.325119,-0.940849,-0.255340,-1.588168,-0.971754,-0.034573,-0.969973,0.240742,-0.022632,0.032229,0.190303,-9.642155,-41.180721,24.485657,,,,,,,
1537456290.426792,3.097919,1.336174,-0.785996,-0.333245,-0.508437,-1.387811,0.010150,-0.972602,0.232254,-0.267459,-0.003854,0.114960,-8.147865,-41.772293,24.565247,,,,,,,
1537456290.456659,2.920254,1.341271,-0.599684,-0.371716,0.117794,-1.404250,0.049947,-0.973775,0.221963,0.029719,-0.010280,0.009421,-5.886745,-42.441601,24.171021,,,,,,,
1537456290.486526,2.723053,1.339272,-0.409048,-0.396219,-0.565875,-1.405817,0.093259,-0.973318,0.209655,0.021685,-0.033671,0.003937,-4.878559,-42.835186,23.955017,,,,,,,
1537456290.516394,2.536555,1.327947,-0.226634,-0.352426,-0.007147,-1.442391,0.136778,-0.970657,0.197782,-0.003935,-0.028916,-0.052182,-2.417295,-43.530575,23.717957,,,,,,,
1537456290.546261,2.389987,1.309562,-0.073812,-0.315273,-0.029322,-1.301801,0.176352,-0.966072,0.188692,0.065118,-0.016213,0.054990,-1.410769,-43.879944,23.471069,,,,,,,
1537456290.576128,2.273863,1.289137,0.041846,-0.270537,-0.109450,-1.142998,0.212037,-0.960595,0.179710,0.074584,-0.069266,0.010307,0.657803,-44.245167,23.112366,,,,,,,
1537456290.605995,2.176692,1.266570,0.134877,-0.265885,-0.416646,-1.159391,0.246231,-0.954079,0.170596,-0.030304,-0.113273,0.020505,2.580416,-44.553192,22.582397,,,,,,,
1537456290.635862,2.075928,1.238742,0.226188,-0.384310,-0.413530,-1.403889,0.285273,-0.945375,0.157752,-0.172892,-0.175124,0.085412,3.811966,-44.824570,22.547485,,,,,,,
1537456290.665730,1.972189,1.201308,0.324423,-0.534646,-0.426913,-1.782510,0.332434,-0.932512,0.141097,-0.224264,-0.253416,0.114854,6.736654,-45.024677,21.785461,,,,,,,
1537456290.695597,1.864031,1.154228,0.425696,-0.765000,-0.471935,-2.004233,0.387352,-0.914483,0.116957,-0.206413,-0.391364,0.100161,8.555410,-45.143604,21.463623,,,,,,,
1537456290.725464,1.754174,1.098918,0.519940,-0.981865,-1.148369,-2.221516,0.446939,-0.890716,0.082890,-0.340951,-0.452775,0.007870,11.999924,-45.185547,19.958801,,,,,,,
1537456290.755331,1.633241,1.035074,0.612775,-1.372863,-1.684649,-2.255646,0.509467,-0.859900,0.031855,-0.446280,-0.880944,0.187597,14.428211,-45.072918,19.032715,,,,,,,
1537456290.785199,1.460038,0.963839,0.702967,-1.926392,-3.783828,-2.537427,0.566876,-0.821387,-0.063044,-1.281033,-1.210610,0.468592,19.960018,-45.121231,15.174683,,,,,,,
1537456290.815066,1.353534,0.868361,0.777166,-2.048275,0.682200,-3.431169,0.630890,-0.763271,-0.139267,-1.510620,-1.413258,0.592285,23.192635,-44.774113,12.577454,,,,,,,
1537456290.844933,1.419606,0.761125,0.819559,-1.397378,3.557882,-2.914248,0.715801,-0.689736,-0.109055,-0.428325,-1.123573,0.468277,26.728176,-42.969658,11.807861,,,,,,,
1537456290.874800,1.447683,0.670193,0.851663,-0.814565,0.797931,-2.953390,0.777770,-0.621137,-0.096241,-0.415175,-0.416262,0.249210,28.055822,-42.079960,12.095825,,,,,,,
1537456290.904667,1.458690,0.614876,0.875601,-1.000567,-0.180661,-0.368348,0.811718,-0.576857,-0.091382,-0.262508,-0.037950,0.178631,30.643515,-40.210072,12.182495,,,,,,,
1537456290.934535,1.334047,0.635764,0.909997,-0.644561,-4.813060,1.179339,0.782174,-0.593792,-0.188718,-1.271676,0.264324,0.254056,31.274918,-40.438953,10.602173,,,,,,,
1537456290.964402,1.235627,0.674627,0.934357,0.059779,-0.867932,1.817064,0.737484,-0.624606,-0.256874,-1.107464,0.486636,0.486183,31.463791,-41.853844,5.826843,,,,,,,
1537456290.994269,1.236679,0.753518,0.955727,0.533592,0.831103,3.222267,0.688957,-0.684208,-0.239159,-0.604973,0.361058,0.303429,30.259565,-43.057613,5.713623,,,,,,,
1537456291.024136,1.223922,0.865606,0.977923,0.949182,-0.323039,4.012961,0.609573,-0.761488,-0.220355,-0.483597,0.212019,0.225527,25.720882,-46.106197,6.888550,,,,,,,
1537456291.054004,1.214464,1.000618,0.993858,1.480131,0.498996,4.545732,0.505874,-0.841805,-0.188297,-0.319549,0.154625,0.233128,22.682739,-47.808395,7.438477,,,,,,,
1537456291.083871,1.222115,1.154578,1.000651,1.767223,0.255501,5.131506,0.379975,-0.914625,-0.138134,-0.220399,-0.055575,0.170895,15.177573,-50.102280,9.629822,,,,,,,
1537456291.113738,1.231661,1.321623,0.990383,2.163759,-0.016159,5.271418,0.232557,-0.969117,-0.082038,0.017306,-0.227706,0.131202,10.892365,-50.826889,11.047913,,,,,,,
1537456291.143605,1.423517,1.495906,0.805483,2.465927,0.507824,5.448756,0.074009,-0.997197,-0.010979,0.379772,-0.445888,0.016610,2.349819,-50.684330,14.401855,,,,,,,
1537456291.173472,-2.215636,1.464939,-1.817339,2.500098,1.108013,5.114194,-0.084444,-0.994402,0.063510,0.910952,-0.636304,-0.053515,-6.906334,-48.136440,17.833130,,,,,,,
1537456291.203340,-2.090035,1.306862,-1.914804,2.330601,0.684435,4.484208,-0.226496,-0.965371,0.129454,1.129542,-0.768714,-0.278883,-11.116898,-46.141911,19.258667,,,,,,,
1537456291.233207,-2.077462,1.177681,-1.907873,2.051070,0.852914,3.130180,-0.334941,-0.923720,0.185889,1.480236,-0.700379,-0.268988,-17.248981,-41.585587,21.473938,,,,,,,
1537456291.263074,-2.076421,1.091214,-1.885270,1.332210,0.559228,1.859032,-0.403673,-0.887188,0.223485,1.736254,-0.630528,-0.603887,-19.330460,-39.564110,22.161499,,,,,,,
1537456291.292941,-2.052720,1.057100,-1.873452,0.280929,1.865856,0.070918,-0.435431,-0.870934,0.227756,1.841223,-0.296714,-0.729969,-21.874908,-37.936634,22.248474,,,,,,,
1537456291.322809,-2.021341,1.089125,-1.836141,0.300357,1.489923,-1.945468,-0.417032,-0.886222,0.201730,1.654245,-0.212212,-0.073373,-22.373100,-38.235435,21.096313,,,,,,,
1537456291.352676,-2.123170,1.108616,-1.806275,-0.358497,-7.576666,0.293284,-0.379587,-0.895082,0.233968,-1.222234,-0.704130,-0.007055,-19.960876,-39.268547,22.113831,,,,,,,
1537456291.382543,-2.303647,1.150054,-1.760922,-0.160165,3.647430,-3.317720,-0.303580,-0.912786,0.273242,-0.431680,-0.934245,0.530103,-15.567570,-39.679039,24.886414,,,,,,,
1537456291.412410,-2.276652,1.210849,-1.608129,0.368922,3.811852,-2.283895,-0.268063,-0.935915,0.228483,0.820370,-0.055234,-0.156523,-15.976688,-41.436989,22.080994,,,,,,,
1537456291.442277,-2.400060,1.255329,-1.444614,0.064893,-0.277185,-1.969409,-0.209556,-0.950651,0.228797,0.836997,0.093184,0.174615,-15.335499,-42.092766,21.583679,,,,,,,
1537456291.472145,-2.524135,1.281465,-1.354104,-0.127620,-1.773843,-1.122391,-0.165185,-0.958435,0.232629,0.192590,-0.085801,-0.025934,-12.457531,-43.136753,21.755859,,,,,,,
1537456291.502012,-2.655778,1.299162,-1.261438,0.045068,-0.590575,-0.974949,-0.125279,-0.963334,0.237260,0.124318,-0.085525,-0.206071,-10.941227,-43.400249,22.253479,,,,,,,
1537456291.531879,-2.759163,1.309734,-1.147402,0.071429,0.231456,-1.197783,-0.096319,-0.966116,0.239461,-0.175974,0.007010,0.063060,-9.001476,-43.715870,22.380920,,,,,,,
1537456291.561746,-2.895325,1.324541,-1.020578,-0.242389,-0.866318,-1.080766,-0.059428,-0.969832,0.236418,0.102306,0.008864,0.162187,-8.206123,-44.033905,22.233215,,,,,,,
1537456291.591614,-3.068571,1.339415,-0.878529,-0.335979,-1.051230,-1.304653,-0.016731,-0.973350,0.228710,-0.137551,-0.000786,0.033543,-5.565704,-44.656353,22.306824,,,,,,,
1537456291.621481,3.034883,1.348736,-0.703179,-0.335205,0.006329,-1.298230,0.023457,-0.975446,0.218985,-0.051915,-0.054049,0.024927,-4.089520,-45.008411,22.167542,,,,,,,
1537456291.651348,2.847461,1.351112,-0.518723,-0.348236,-0.364931,-1.281785,0.063177,-0.975966,0.208561,0.073939,-0.024492,0.006572,-1.853533,-45.525326,21.672791,,,,,,,
1537456291.681215,2.666456,1.347207,-0.344119,-0.356594,-0.353896,-1.242224,0.101432,-0.975108,0.197168,0.012963,0.000270,-0.013772,-0.642677,-45.610119,21.678162,,,,,,,
1537456291.711083,2.504145,1.336194,-0.185805,-0.300348,-0.155422,-1.163125,0.138345,-0.972607,0.186805,0.031882,-0.037449,-0.030982,1.677233,-45.893078,21.059814,,,,,,,
1537456291.740950,2.381897,1.321649,-0.060751,-0.255384,-0.000709,-1.056819,0.169817,-0.969123,0.178779,0.026640,-0.013162,0.006081,2.442625,-46.230427,20.634766,,,,,,,
1537456291.770817,2.280713,1.304626,0.041169,-0.227243,-0.130469,-0.975991,0.199490,-0.964785,0.171439,0.061359,-0.037977,0.023797,4.263746,-46.320965,19.997131,,,,,,,
1537456291.800684,2.187716,1.286492,0.125977,-0.243492,-0.443803,-0.974696,0.228784,-0.959857,0.162270,-0.042124,-0.099545,0.000084,6.221722,-46.621532,19.679810,,,,,,,
1537456291.830551,2.100164,1.263910,0.208846,-0.303637,-0.142347,-1.133302,0.260742,-0.953279,0.152551,-0.104080,-0.105666,0.047491,7.104498,-46.429733,19.673035,,,,,,,
1537456291.860419,2.015666,1.235751,0.292963,-0.381779,-0.165049,-1.310722,0.296808,-0.944395,0.141501,-0.090082,-0.122347,0.076822,9.040024,-46.505047,19.082458,,,,,,,
1537456291.890286,1.928509,1.201691,0.377224,-0.510498,-0.304551,-1.541286,0.337944,-0.932650,0.126321,-0.170494,-0.160993,0.098517,10.230762,-46.440437,18.766296,,,,,,,
1537456291.920153,1.841104,1.159198,0.462043,-0.647252,-0.421553,-1.796228,0.385546,-0.916483,0.106831,-0.156542,-0.206366,0.073910,13.092782,-46.320560,17.483826,,,,,,,
1537456291.950020,1.745948,1.107234,0.544066,-0.861318,-0.740863,-2.082784,0.440295,-0.894465,0.077917,-0.247119,-0.251699,0.036280,14.887280,-46.173748,16.829407,,,,,,,
1537456291.979888,1.636881,1.052360,0.627329,-1.221387,-1.688231,-1.834380,0.494440,-0.868595,0.032723,-0.250833,-0.782207,0.036720,18.654011,-45.410862,14.772949,,,,,,,
1537456292.009755,1.478231,0.993822,0.713032,-1.661593,-3.413785,-2.103671,0.543155,-0.838117,-0.050421,-1.031467,-1.014987,0.214240,20.896612,-45.273518,12.626160,,,,,,,
1537456292.039622,1.357200,0.915281,0.789237,-1.926786,0.141247,-2.766314,0.595715,-0.792734,-0.129214,-1.522412,-1.259466,0.672487,25.745697,-43.834335,7.797913,,,,,,,
1537456292.069489,1.418510,0.813656,0.835759,-1.362137,4.248386,-3.020542,0.678896,-0.726803,-0.104194,-0.406313,-1.030018,0.569037,27.344795,-42.798855,7.048035,,,,,,,
1537456292.099356,1.473879,0.723534,0.870820,-0.933664,1.576451,-2.952379,0.745954,-0.662037,-0.072523,-0.179288,-0.606548,0.148771,29.712814,-40.273220,8.191772,,,,,,,
1537456292.129224,1.471315,0.658898,0.896424,-0.999199,-0.939240,-0.882205,0.786758,-0.612246,-0.078527,-0.186691,-0.109770,0.385198,31.189812,-38.901489,8.054626,,,,,,,
1537456292.159093,1.345642,0.660877,0.930550,-0.777765,-4.478219,0.496903,0.769527,-0.613810,-0.176251,-1.269863,0.128153,0.243893,32.580864,-38.195724,3.916748,,,,,,,
1537456292.188960,1.249921,0.681894,0.954791,-0.141315,-1.018512,1.384355,0.736753,-0.630265,-0.244868,-0.981473,0.351700,0.459880,32.615891,-38.448338,1.151672,,,,,,,
1537456292.218827,1.232860,0.744851,0.977089,0.327107,0.123277,2.571663,0.693606,-0.677863,-0.243745,-0.764621,0.404303,0.247727,30.332129,-40.235157,-0.613953,,,,,,,
1537456292.248695,1.234292,0.834906,0.994528,0.823636,0.817908,3.309517,0.633599,-0.741234,-0.221638,-0.482217,0.248451,0.323689,28.407480,-41.510078,-0.522156,,,,,,,
1537456292.278562,1.250499,0.953225,1.004500,1.206008,0.466336,4.143230,0.549606,-0.815287,-0.182315,-0.392395,0.153696,0.206104,23.396976,-44.332386,0.885376,,,,,,,
1537456292.308429,1.245094,1.089085,1.008218,1.485761,-0.214459,4.450844,0.438938,-0.886203,-0.148242,-0.374439,-0.009488,0.206974,20.100325,-46.140030,1.612000,,,,,,,
1537456292.338295,1.243724,1.238084,1.001403,1.796684,-0.421375,4.894132,0.309291,-0.945160,-0.104929,0.097767,-0.213043,0.084238,12.642374,-48.150681,3.642456,,,,,,,
1537456292.368164,1.260200,1.397255,0.961287,2.144226,-0.662177,4.888430,0.164407,-0.984980,-0.052772,0.128043,-0.395346,0.014289,4.533899,-48.863064,5.863220,,,,,,,
1537456292.398031,2.313258,1.544045,-0.074139,2.444847,1.643071,4.880606,0.019690,-0.999642,0.018068,0.500146,-0.534324,0.041960,0.377306,-48.545197,7.622620,,,,,,,
1537456292.427897,-2.168969,1.415905,-1.822796,2.349083,1.670730,4.852417,-0.127482,-0.988028,0.086874,0.761912,-0.560083,-0.056982,-8.577942,-46.186794,10.671936,,,,,,,
1537456292.457765,-2.060453,1.260295,-1.898119,2.043951,0.652977,4.486534,-0.269632,-0.952181,0.143700,1.114389,-0.546049,-0.146660,-12.695518,-44.063614,11.719177,,,,,,,
1537456292.487632,-2.054055,1.133530,-1.912937,1.669800,-0.665178,3.423073,-0.374970,-0.905913,0.196770,1.275452,-0.723085,-0.197853,-18.496082,-39.759029,14.417786,,,,,,,
1537456292.517500,-2.066225,1.046521,-1.915253,1.014275,-0.047794,1.783772,-0.440397,-0.865687,0.237982,1.448026,-0.564306,-0.591223,-20.094765,-38.030762,15.515991,,,,,,,
1537456292.547367,-2.043756,1.038987,-1.897070,0.006192,1.572899,-1.434834,-0.451426,-0.861891,0.230992,1.905390,-0.238100,-0.594853,-21.923553,-36.671768,15.423889,,,,,,,
1537456292.577234,-2.072375,1.109627,-1.843535,-0.455855,0.733963,-2.593274,-0.390183,-0.895533,0.213958,1.717072,-0.366995,-0.083373,-20.966415,-37.907402,14.912781,,,,,,,
1537456292.607100,-2.115046,1.160928,-1.765920,0.496738,-0.815501,-0.826316,-0.340912,-0.917173,0.206327,0.254410,-0.389910,1.186938,-18.884602,-39.867134,14.082092,,,,,,,
1537456292.636969,-2.348084,1.153323,-1.822848,-0.697683,-9.156009,-0.354547,-0.289013,-0.914116,0.284363,-1.243229,-0.913917,-0.900146,-16.505325,-39.803749,16.705688,,,,,,,
1537456292.666836,-2.329622,1.212861,-1.697550,0.167819,6.980398,-2.418210,-0.254223,-0.936622,0.241059,-0.112781,-0.386727,-0.785783,-13.490303,-41.086857,17.174622,,,,,,,
1537456292.696702,-2.374018,1.243429,-1.573978,0.227563,0.292443,-1.749877,-0.223282,-0.946892,0.231387,0.461685,0.548974,0.325452,-14.117928,-41.559704,15.686584,,,,,,,
1537456292.726570,-2.470619,1.279238,-1.460126,-0.313900,-0.386243,-0.984656,-0.178718,-0.957797,0.225131,0.767158,-0.233792,-0.027774,-12.479622,-42.478310,15.320557,,,,,,,
1537456292.756438,-2.616406,1.306164,-1.388397,-0.347552,-3.092261,-1.134580,-0.131136,-0.965189,0.226304,0.119570,-0.127493,-0.256882,-11.233654,-43.019581,15.545227,,,,,,,
1537456292.786304,-2.733564,1.324071,-1.281211,-0.091901,1.134223,-1.134468,-0.096910,-0.969718,0.224178,-0.264723,-0.022073,0.093251,-8.149147,-43.286785,16.071411,,,,,,,
1537456292.816172,-2.860816,1.340651,-1.139739,-0.213166,-0.364579,-1.161270,-0.063213,-0.973633,0.219187,0.202006,-0.020706,0.052725,-7.591503,-43.817715,15.920410,,,,,,,
1537456292.846039,-2.999570,1.355478,-1.017329,-0.325630,-0.871696,-1.038880,-0.030242,-0.976908,0.211506,-0.090058,0.007807,0.052410,-5.759453,-44.371937,15.628418,,,,,,,
1537456292.875906,3.114667,1.367399,-0.859380,-0.317385,-0.048711,-1.116426,0.005438,-0.979386,0.201922,-0.050604,-0.035201,0.046979,-4.768475,-44.523552,15.478821,,,,,,,
1537456292.905774,2.941231,1.373242,-0.687816,-0.331771,-0.353338,-1.090763,0.039062,-0.980550,0.192343,0.059876,-0.005122,0.057459,-2.973059,-45.257999,15.079712,,,,,,,
1537456292.935641,2.763947,1.374310,-0.520591,-0.356623,-0.558807,-1.011093,0.071985,-0.980759,0.181466,0.050864,0.000809,-0.022424,-1.027502,-45.548405,14.665222,,,,,,,
1537456292.965508,2.586238,1.369501,-0.351721,-0.349691,-0.161005,-1.095636,0.105416,-0.979808,0.169889,-0.078133,-0.039418,0.025423,-0.146038,-45.588657,14.183472,,,,,,,
1537456292.995376,2.437128,1.358034,-0.197218,-0.301502,0.099634,-1.051793,0.136752,-0.977451,0.160894,0.073285,-0.007824,-0.016195,1.712946,-45.928009,14.175171,,,,,,,
1537456293.025243,2.312116,1.344653,-0.073476,-0.289879,-0.262711,-0.927571,0.165379,-0.974538,0.151407,0.016445,-0.023371,0.067297,2.419216,-45.946945,13.690063,,,,,,,
1537456293.055110,2.197048,1.326779,0.040046,-0.338139,-0.075881,-1.016664,0.195753,-0.970375,0.141605,0.001787,-0.072227,0.071758,4.098171,-46.163181,13.385986,,,,,,,
1537456293.084977,2.084635,1.305930,0.146457,-0.407067,-0.465624,-1.149587,0.227974,-0.965127,0.128671,-0.087197,-0.121939,0.001899,4.887789,-45.938004,13.229675,,,,,,,
1537456293.114845,1.971607,1.278665,0.255042,-0.559850,-0.183927,-1.362795,0.265168,-0.957632,0.112364,-0.145569,-0.137171,0.001375,7.185083,-45.913322,12.717834,,,,,,,
1537456293.144711,1.861016,1.242890,0.366839,-0.747414,-0.096422,-1.617452,0.308593,-0.946719,0.092162,-0.176803,-0.199872,0.155626,8.306093,-45.782253,11.831177,,,,,,,
1537456293.174577,1.756416,1.197201,0.474839,-0.924383,-0.155054,-1.873672,0.358696,-0.931021,0.067356,-0.170876,-0.266000,0.132229,10.853874,-45.927822,10.669312,,,,,,,
1537456293.204445,1.653255,1.142033,0.574453,-1.127971,-0.580273,-2.068368,0.414334,-0.909480,0.034243,-0.266995,-0.406193,0.128492,12.627760,-45.390942,10.339661,,,,,,,
1537456293.234313,1.541679,1.082072,0.664750,-1.400527,-1.776290,-1.976479,0.469300,-0.882933,-0.013669,-0.292252,-0.666841,0.019848,16.109455,-45.539352,7.624695,,,,,,,
1537456293.264179,1.375035,1.015908,0.752418,-1.897757,-3.272390,-2.209258,0.516785,-0.849959,-0.102479,-1.087631,-0.986207,0.332139,18.043304,-44.952854,5.806580,,,,,,,
1537456293.294047,1.255063,0.927982,0.823210,-2.185230,-0.604362,-2.746727,0.569819,-0.800412,-0.186138,-1.367533,-1.249850,0.424968,22.364941,-43.255154,1.757080,,,,,,,
1537456293.323915,1.293464,0.830476,0.868839,-1.696653,4.168211,-2.782349,0.648750,-0.738253,-0.184678,-0.434837,-0.918638,0.738984,24.133747,-42.294933,0.885986,,,,,,,
1537456293.353781,1.367389,0.729964,0.902374,-1.427130,2.140977,-3.119905,0.729835,-0.666843,-0.150535,-0.272804,-0.525891,0.230400,27.235537,-40.287006,1.466187,,,,,,,
1537456293.383649,1.385263,0.668165,0.936329,-1.286473,0.438450,-0.579630,0.771488,-0.619547,-0.144802,-0.299183,0.086451,0.464016,28.828270,-38.943344,1.353088,,,,,,,
1537456293.413517,1.297684,0.675961,0.983664,-1.015218,-2.999938,0.831454,0.751192,-0.625648,-0.210418,-1.334795,0.267768,0.366729,29.055004,-38.357807,-0.289368,,,,,,,
1537456293.443383,1.230510,0.699677,1.019992,-0.336936,0.099360,1.456920,0.721182,-0.643970,-0.255341,-0.931479,0.380054,0.509857,28.879116,-39.033470,-1.864807,,,,,,,
1537456293.473251,1.236032,0.764114,1.052596,0.078290,0.603974,2.851850,0.681916,-0.691898,-0.237209,-0.483262,0.281314,0.368923,26.212322,-41.409260,-2.618896,,,,,,,
1537456293.503118,1.191460,0.863583,1.091052,0.578389,-0.826368,3.751316,0.603529,-0.760175,-0.240593,-0.598860,0.251890,0.379707,24.192577,-42.779018,-2.194702,,,,,,,
1537456293.532986,1.173384,0.986975,1.121170,1.295968,0.821315,4.237408,0.508258,-0.834362,-0.213339,-0.379122,0.136212,0.443152,18.222162,-46.376698,-1.928894,,,,,,,
1537456293.562853,1.172955,1.128431,1.140019,1.676916,0.074800,4.693546,0.394645,-0.903742,-0.165850,-0.097327,-0.108267,0.345446,10.913706,-48.669186,1.107422,,,,,,,
1537456293.592720,1.139061,1.285286,1.158868,2.080494,-0.935739,5.007966,0.255803,-0.959518,-0.117854,0.095516,-0.194474,0.281840,6.796856,-49.209068,2.548767,,,,,,,
1537456293.622588,1.132147,1.452115,1.139186,2.751278,-0.506888,4.952456,0.107192,-0.992966,-0.050287,0.177735,-0.352997,0.217463,-1.619041,-48.504620,6.946655,,,,,,,
1537456293.652455,-2.344145,1.516581,-1.669977,3.061194,0.133668,4.857454,-0.038772,-0.998531,0.037849,0.604369,-0.569050,-0.024116,-5.671135,-47.640720,9.301575,,,,,,,
1537456293.682323,-2.188884,1.350004,-1.821215,2.970499,0.134851,4.503578,-0.178484,-0.975724,0.126906,0.978975,-0.563399,-0.267531,-13.355267,-43.915176,14.482117,,,,,,,
1537456293.712190,-2.185920,1.208981,-1.814911,2.647030,0.587190,3.144898,-0.289089,-0.935256,0.204262,1.227428,-0.812791,-0.424645,-16.568256,-41.484161,16.684875,,,,,,,
1537456293.742057,-2.191146,1.109095,-1.788249,1.867238,0.461015,2.369495,-0.362469,-0.895296,0.258961,1.472942,-0.887190,-0.725941,-20.612453,-36.883636,19.878906,,,,,,,
1537456293.771924,-2.166930,1.054436,-1.788689,0.420142,1.479942,0.644891,-0.408558,-0.869622,0.277197,1.757786,-0.580436,-1.178503,-22.137768,-35.550556,20.635376,,,,,,,
1537456293.801792,-2.140832,1.084138,-1.744242,0.272774,1.897540,-2.473967,-0.393727,-0.883901,0.252386,1.606831,-0.320308,-0.143057,-23.443794,-35.303261,19.417603,,,,,,,
1537456293.831659,-2.235760,1.128195,-1.680373,-0.179933,-4.929224,-0.814603,-0.337039,-0.903641,0.264269,-0.742124,-0.495132,-0.160570,-22.391685,-36.303238,19.185059,,,,,,,
1537456293.861526,-2.379393,1.174829,-1.620960,-0.324770,2.438709,-2.181636,-0.266332,-0.922624,0.278984,-0.369701,-1.091231,-0.200874,-17.407555,-37.806534,21.969604,,,,,,,
1537456293.891394,-2.390511,1.230334,-1.487383,-0.006265,2.767614,-2.518774,-0.227879,-0.942600,0.244081,0.618168,0.035252,-0.471468,-17.662758,-39.024788,20.564087,,,,,,,
1537456293.921262,-2.506851,1.270386,-1.314228,0.078875,1.070575,-1.881045,-0.175466,-0.955215,0.238275,0.607382,0.119323,0.445395,-16.573296,-40.570007,18.739746,,,,,,,
1537456293.951128,-2.612674,1.295234,-1.208633,-0.171182,-0.986100,-1.064092,-0.137295,-0.962272,0.234907,0.371609,-0.056603,-0.068678,-15.678349,-40.985569,18.712769,,,,,,,
1537456293.980996,-2.742821,1.310632,-1.123860,-0.063274,-1.469099,-0.834511,-0.099882,-0.966348,0.237055,0.143126,-0.068763,-0.219477,-13.383671,-42.008160,19.223572,,,,,,,
1537456294.010864,-2.840279,1.318675,-1.024906,0.058800,0.717095,-0.956589,-0.074033,-0.968385,0.238219,-0.159885,-0.031935,0.019899,-12.430717,-42.128647,19.656372,,,,,,,
1537456294.040730,-2.959970,1.327076,-0.898426,-0.138045,-0.467809,-1.053276,-0.043588,-0.970447,0.237346,0.095025,-0.034527,0.168080,-11.295174,-42.636253,19.634155,,,,,,,
1537456294.070599,-3.104132,1.338740,-0.780421,-0.331027,-1.210628,-0.989881,-0.008613,-0.973195,0.229819,-0.030419,0.039373,0.091577,-10.211170,-43.015659,19.552917,,,,,,,
1537456294.100466,3.006642,1.348163,-0.628891,-0.393141,-0.328507,-1.183830,0.029707,-0.975319,0.218791,-0.084592,-0.023353,0.052495,-7.912064,-43.819675,19.359070,,,,,,,
1537456294.130332,2.839661,1.352103,-0.460421,-0.410770,-0.274623,-1.179371,0.064514,-0.976182,0.207140,-0.004563,0.005845,0.004774,-5.725361,-44.515045,19.134277,,,,,,,
1537456294.160200,2.659207,1.349961,-0.289935,-0.410865,-0.397054,-1.187154,0.101613,-0.975715,0.194049,-0.040105,-0.035561,0.025159,-4.707817,-44.757256,18.796753,,,,,,,
1537456294.190067,2.501306,1.340171,-0.131764,-0.322002,-0.039244,-1.166392,0.136562,-0.973524,0.183308,0.016209,-0.013293,-0.004124,-2.810791,-45.482143,18.428162,,,,,,,
1537456294.219935,2.366793,1.324701,0.003203,-0.277034,-0.123122,-1.106559,0.170428,-0.969871,0.174080,0.082211,0.008613,-0.013374,-1.852652,-45.608047,18.170410,,,,,,,
